	x	MATLAB_y	Verilog_y	|MATLAB-x|	|Verilog-x|	|Verilog-MATLAB|
0.6064453125	0.6498970294	0.3466796875	0.0434517169	0.2597656250	0.3032173419
0.6093750000	0.6442679866	0.3554687500	0.0348929866	0.2539062500	0.2887992366
0.6728515625	0.6384486349	0.3662109375	0.0344029276	0.3066406250	0.2722376974
0.7236328125	0.6324778441	0.3789062500	0.0911549684	0.3447265625	0.2535715941
0.7539062500	0.6264012246	0.3916015625	0.1275050254	0.3623046875	0.2347996621
0.7744140625	0.6202711367	0.4042968750	0.1541429258	0.3701171875	0.2159742617
0.8076171875	0.6141465562	0.4169921875	0.1934706313	0.3906250000	0.1971543687
0.7382812500	0.6080928355	0.4326171875	0.1301884145	0.3056640625	0.1754756480
0.7363281250	0.6021814105	0.4492187500	0.1341467145	0.2871093750	0.1529626605
0.7939453125	0.5964894859	0.4667968750	0.1974558266	0.3271484375	0.1296926109
0.7890625000	0.5910996921	0.4853515625	0.1979628079	0.3037109375	0.1057481296
0.8251953125	0.5860996577	0.5019531250	0.2390956548	0.3232421875	0.0841465327
0.8486328125	0.5815814063	0.5185546875	0.2670514062	0.3300781250	0.0630267188
0.8164062500	0.5776404868	0.5341796875	0.2387657632	0.2822265625	0.0434607993
0.8388671875	0.5743747704	0.5478515625	0.2644924171	0.2910156250	0.0265232079
0.8369140625	0.5718828889	0.5605468750	0.2650311736	0.2763671875	0.0113360139
0.8964843750	0.5702623235	0.5722656250	0.3262220515	0.3242187500	0.0020033015
0.8222656250	0.5696071786	0.5820312500	0.2526584464	0.2402343750	0.0124240714
0.8876953125	0.5700057047	0.5917968750	0.3176896078	0.2958984375	0.0217911703
0.9121093750	0.5715376512	0.5996093750	0.3405717238	0.3125000000	0.0280717238
0.8437500000	0.5742715548	0.6064453125	0.2694784452	0.2373046875	0.0321737577
0.9121093750	0.5782620778	0.6132812500	0.3338472972	0.2988281250	0.0350191722
0.9335937500	0.5835475242	0.6181640625	0.3500462258	0.3154296875	0.0346165383
0.9863281250	0.5901476544	0.6230468750	0.3961804706	0.3632812500	0.0328992206
0.9941406250	0.5980619203	0.6269531250	0.3960787047	0.3671875000	0.0288912047
0.9033203125	0.6072682366	0.6308593750	0.2960520759	0.2724609375	0.0235911384
0.9150390625	0.6177223990	0.6337890625	0.2973166635	0.2812500000	0.0160666635
0.9228515625	0.6293582396	0.6367187500	0.2934933229	0.2861328125	0.0073605104
0.8896484375	0.6420885579	0.6386718750	0.2475598796	0.2509765625	0.0034166829
0.9267578125	0.6558067905	0.6406250000	0.2709510220	0.2861328125	0.0151817905
0.9248046875	0.6703893146	0.6425781250	0.2544153729	0.2822265625	0.0278111896
0.8740234375	0.6856982337	0.6435546875	0.1883252038	0.2304687500	0.0421435462
0.9287109375	0.7015844791	0.6445312500	0.2271264584	0.2841796875	0.0570532291
0.9111328125	0.7178910681	0.6464843750	0.1932417444	0.2646484375	0.0714066931
0.8300781250	0.7344563797	0.6464843750	0.0956217453	0.1835937500	0.0879720047
0.8330078125	0.7511173317	0.6474609375	0.0818904808	0.1855468750	0.1036563942
0.9150390625	0.7677123661	0.6484375000	0.1473266964	0.2666015625	0.1192748661
0.8798828125	0.7840841640	0.6484375000	0.0957986485	0.2314453125	0.1356466640
0.9160156250	0.8000820276	0.6494140625	0.1159335974	0.2666015625	0.1506679651
0.8945312500	0.8155638938	0.6494140625	0.0789673562	0.2451171875	0.1661498313
0.9531250000	0.8303979877	0.6494140625	0.1227270123	0.3037109375	0.1809839252
1.0439453125	0.8444641644	0.6503906250	0.1994811481	0.3935546875	0.1940735394
0.9580078125	0.8576550234	0.6503906250	0.1003527891	0.3076171875	0.2072643984
1.0195312500	0.8698768933	0.6503906250	0.1496543567	0.3691406250	0.2194862683
1.0664062500	0.8810507975	0.6503906250	0.1853554525	0.4160156250	0.2306601725
0.9931640625	0.8911134943	0.6513671875	0.1020505682	0.3417968750	0.2397463068
0.8720703125	0.9000186510	0.6552734375	0.0279483385	0.2167968750	0.2447452135
0.8574218750	0.9077381480	0.6621093750	0.0503162730	0.1953125000	0.2456287730
0.7412109375	0.9142634331	0.6699218750	0.1730524956	0.0712890625	0.2443415581
0.8906250000	0.9196067440	0.6787109375	0.0289817440	0.2119140625	0.2408958065
0.9990234375	0.9238019329	0.6875000000	0.0752215046	0.3115234375	0.2363019329
0.9765625000	0.9269045870	0.6962890625	0.0496579130	0.2802734375	0.2306155245
1.0029296875	0.9289912020	0.7060546875	0.0739384855	0.2968750000	0.2229365145
0.9902343750	0.9301573032	0.7138671875	0.0600770718	0.2763671875	0.2162901157
1.0820312500	0.9305145934	0.7216796875	0.1515166566	0.3603515625	0.2088349059
1.0185546875	0.9301873476	0.7285156250	0.0883673399	0.2900390625	0.2016717226
1.0537109375	0.9293083602	0.7353515625	0.1244025773	0.3183593750	0.1939567977
1.0625000000	0.9280147722	0.7412109375	0.1344852278	0.3212890625	0.1868038347
1.0986328125	0.9264440778	0.7470703125	0.1721887347	0.3515625000	0.1793737653
0.9833984375	0.9247305547	0.7509765625	0.0586678828	0.2324218750	0.1737539922
1.0078125000	0.9230022820	0.7558593750	0.0848102180	0.2519531250	0.1671429070
1.0205078125	0.9213788248	0.7587890625	0.0991289877	0.2617187500	0.1625897623
0.9941406250	0.9199695764	0.7626953125	0.0741710486	0.2314453125	0.1572742639
1.0498046875	0.9188726680	0.7646484375	0.1309320195	0.2851562500	0.1542242305
1.0166015625	0.9181743039	0.7675781250	0.0984272586	0.2490234375	0.1505961789
1.0380859375	0.9179483696	0.7685546875	0.1201375679	0.2695312500	0.1493936821
1.0302734375	0.9182561784	0.7666015625	0.1120172591	0.2636718750	0.1516546159
0.9638671875	0.9191462699	0.7617187500	0.0447209176	0.2021484375	0.1574275199
0.8261718750	0.9206542109	0.7558593750	0.0944823359	0.0703125000	0.1647948359
0.7099609375	0.9228023816	0.7480468750	0.2128414441	0.0380859375	0.1747555066
0.5888671875	0.9255997238	0.7392578125	0.3367325363	0.1503906250	0.1863419113
0.6894531250	0.9290413860	0.7314453125	0.2395882610	0.0419921875	0.1975960735
0.7753906250	0.9331081492	0.7236328125	0.1577175242	0.0517578125	0.2094753367
0.8583984375	0.9377654863	0.7158203125	0.0793670488	0.1425781250	0.2219451738
0.9824218750	0.9429621719	0.7080078125	0.0394597031	0.2744140625	0.2349543594
0.9140625000	0.9486285135	0.7011718750	0.0345660135	0.2128906250	0.2474566385
0.9902343750	0.9546744798	0.6953125000	0.0355598952	0.2949218750	0.2593619798
1.0488281250	0.9609881861	0.6894531250	0.0878399389	0.3593750000	0.2715350611
1.0419921875	0.9674352852	0.6845703125	0.0745569023	0.3574218750	0.2828649727
0.9902343750	0.9738597794	0.6806640625	0.0163745956	0.3095703125	0.2931957169
0.9843750000	0.9800866435	0.6767578125	0.0042883565	0.3076171875	0.3033288310
1.0136718750	0.9859264477	0.6728515625	0.0277454273	0.3408203125	0.3130748852
0.9726562500	0.9911819289	0.6708984375	0.0185256789	0.3017578125	0.3202834914
0.9365234375	0.9956562163	0.6718750000	0.0591327788	0.2646484375	0.3237812163
0.9736328125	0.9991622081	0.6757812500	0.0255293956	0.2978515625	0.3233809581
1.0537109375	1.0015324513	0.6816406250	0.0521784862	0.3720703125	0.3198918263
1.0019531250	1.0026288082	0.6884765625	0.0006756832	0.3134765625	0.3141522457
0.8789062500	1.0023512050	0.6962890625	0.1234449550	0.1826171875	0.3060621425
0.8632812500	1.0006448417	0.7041015625	0.1373635917	0.1591796875	0.2965432792
0.9414062500	0.9975053647	0.7119140625	0.0560991147	0.2294921875	0.2855913022
0.9414062500	0.9929816348	0.7197265625	0.0515753848	0.2216796875	0.2732550723
0.9277343750	0.9871758539	0.7255859375	0.0594414789	0.2021484375	0.2615899164
0.9169921875	0.9802409640	0.7285156250	0.0632487765	0.1884765625	0.2517253390
0.8095703125	0.9723754156	0.7275390625	0.1628051031	0.0820312500	0.2448363531
0.8505859375	0.9638155767	0.7255859375	0.1132296392	0.1250000000	0.2382296392
0.9287109375	0.9548261966	0.7216796875	0.0261152591	0.2070312500	0.2331465091
0.8974609375	0.9456894251	0.7167968750	0.0482284876	0.1806640625	0.2288925501
0.8857421875	0.9366929436	0.7109375000	0.0509507561	0.1748046875	0.2257554436
0.8554687500	0.9281177998	0.7060546875	0.0726490498	0.1494140625	0.2220631123
0.8476562500	0.9202265582	0.6992187500	0.0725703082	0.1484375000	0.2210078082
0.8251953125	0.9132523579	0.6904296875	0.0880570454	0.1347656250	0.2228226704
0.7900390625	0.9073893995	0.6796875000	0.1173503370	0.1103515625	0.2277018995
0.8476562500	0.9027852772	0.6669921875	0.0551290272	0.1806640625	0.2357930897
0.8007812500	0.8995354387	0.6542968750	0.0987541887	0.1464843750	0.2452385637
0.8769531250	0.8976799332	0.6416015625	0.0207268082	0.2353515625	0.2560783707
0.8359375000	0.8972024895	0.6289062500	0.0612649895	0.2070312500	0.2682962395
0.8349609375	0.8980318796	0.6171875000	0.0630709421	0.2177734375	0.2808443796
0.8300781250	0.9000454443	0.6054687500	0.0699673193	0.2246093750	0.2945766943
0.9414062500	0.9030745924	0.5957031250	0.0383316576	0.3457031250	0.3073714674
0.8369140625	0.9069120229	0.5859375000	0.0699979604	0.2509765625	0.3209745229
0.8632812500	0.9113203589	0.5781250000	0.0480391089	0.2851562500	0.3331953589
0.8427734375	0.9160418425	0.5693359375	0.0732684050	0.2734375000	0.3467059050
0.7714843750	0.9208087028	0.5595703125	0.1493243278	0.2119140625	0.3612383903
0.7646484375	0.9253537814	0.5468750000	0.1607053439	0.2177734375	0.3784787814
0.8125000000	0.9294209647	0.5341796875	0.1169209647	0.2783203125	0.3952412772
0.7968750000	0.9327749619	0.5205078125	0.1358999619	0.2763671875	0.4122671494
0.6796875000	0.9352099786	0.5078125000	0.2555224786	0.1718750000	0.4273974786
0.7226562500	0.9365568903	0.4951171875	0.2139006403	0.2275390625	0.4414397028
0.7421875000	0.9366886115	0.4843750000	0.1945011115	0.2578125000	0.4523136115
0.8125000000	0.9355234506	0.4775390625	0.1230234506	0.3349609375	0.4579843881
0.8203125000	0.9330263558	0.4736328125	0.1127138558	0.3466796875	0.4593935433
0.7578125000	0.9292080775	0.4726562500	0.1713955775	0.2851562500	0.4565518275
0.7460937500	0.9241224118	0.4726562500	0.1780286618	0.2734375000	0.4514661618
0.7236328125	0.9178618134	0.4746093750	0.1942290009	0.2490234375	0.4432524384
0.7363281250	0.9105517415	0.4775390625	0.1742236165	0.2587890625	0.4330126790
0.7402343750	0.9023441196	0.4804687500	0.1621097446	0.2597656250	0.4218753696
0.7617187500	0.8934102692	0.4843750000	0.1316915192	0.2773437500	0.4090352692
0.7714843750	0.8839336410	0.4873046875	0.1124492660	0.2841796875	0.3966289535
0.7832031250	0.8741026387	0.4912109375	0.0908995137	0.2919921875	0.3828917012
0.8369140625	0.8641038061	0.4941406250	0.0271897436	0.3427734375	0.3699631811
0.8515625000	0.8541156263	0.4970703125	0.0025531263	0.3544921875	0.3570453138
0.8007812500	0.8443031608	0.5000000000	0.0435219108	0.3007812500	0.3443031608
0.8378906250	0.8348137187	0.5029296875	0.0030769063	0.3349609375	0.3318840312
0.7226562500	0.8257737012	0.5048828125	0.1031174512	0.2177734375	0.3208908887
0.7558593750	0.8172866955	0.5068359375	0.0614273205	0.2490234375	0.3104507580
0.7871093750	0.8094327977	0.5087890625	0.0223234227	0.2783203125	0.3006437352
0.7343750000	0.8022690482	0.5107421875	0.0678940482	0.2236328125	0.2915268607
0.7714843750	0.7958307744	0.5117187500	0.0243463994	0.2597656250	0.2841120244
0.7978515625	0.7901335957	0.5126953125	0.0077179668	0.2851562500	0.2774382832
0.8398437500	0.7851758358	0.5146484375	0.0546679142	0.3251953125	0.2705273983
0.8466796875	0.7809411238	0.5156250000	0.0657385637	0.3310546875	0.2653161238
0.8046875000	0.7774010169	0.5156250000	0.0272864831	0.2890625000	0.2617760169
0.7666015625	0.7745175445	0.5166015625	0.0079159820	0.2500000000	0.2579159820
0.8310546875	0.7722456290	0.5175781250	0.0588090585	0.3134765625	0.2546675040
0.8437500000	0.7705353605	0.5175781250	0.0732146395	0.3261718750	0.2529572355
0.8085937500	0.7693341095	0.5185546875	0.0392596405	0.2900390625	0.2507794220
0.7783203125	0.7685884452	0.5185546875	0.0097318673	0.2597656250	0.2500337577
0.7998046875	0.7682458332	0.5195312500	0.0315588543	0.2802734375	0.2487145832
0.7031250000	0.7682560854	0.5195312500	0.0651310854	0.1835937500	0.2487248354
0.7158203125	0.7685725279	0.5195312500	0.0527522154	0.1962890625	0.2490412779
0.6884765625	0.7691528448	0.5185546875	0.0806762823	0.1699218750	0.2505981573
0.7255859375	0.7699595388	0.5156250000	0.0443736013	0.2099609375	0.2543345388
0.6708984375	0.7709599496	0.5097656250	0.1000615121	0.1611328125	0.2611943246
0.5966796875	0.7721257873	0.5019531250	0.1754460998	0.0947265625	0.2701726623
0.7011718750	0.7734321789	0.4931640625	0.0722603039	0.2080078125	0.2802681164
0.6123046875	0.7748562684	0.4833984375	0.1625515809	0.1289062500	0.2914578309
0.6845703125	0.7763754561	0.4746093750	0.0918051436	0.2099609375	0.3017660811
0.5615234375	0.7779653995	0.4658203125	0.2164419620	0.0957031250	0.3121450870
0.6787109375	0.7795979309	0.4580078125	0.1008869934	0.2207031250	0.3215901184
0.6103515625	0.7812390718	0.4501953125	0.1708875093	0.1601562500	0.3310437593
0.6943359375	0.7828473273	0.4433593750	0.0885113898	0.2509765625	0.3394879523
0.6601562500	0.7843724338	0.4365234375	0.1242161838	0.2236328125	0.3478489963
0.6474609375	0.7857547138	0.4306640625	0.1382937763	0.2167968750	0.3550906513
0.6464843750	0.7869251658	0.4248046875	0.1404407908	0.2216796875	0.3621204783
0.6552734375	0.7878063752	0.4160156250	0.1325329377	0.2392578125	0.3717907502
0.6435546875	0.7883142756	0.4062500000	0.1447595881	0.2373046875	0.3820642756
0.6855468750	0.7883607171	0.3945312500	0.1028138421	0.2910156250	0.3938294671
0.6650390625	0.7878567257	0.3828125000	0.1228176632	0.2822265625	0.4050442257
0.6103515625	0.7867162850	0.3701171875	0.1763647225	0.2402343750	0.4165990975
0.6191406250	0.7848604303	0.3593750000	0.1657198053	0.2597656250	0.4254854303
0.5781250000	0.7822214198	0.3476562500	0.2040964198	0.2304687500	0.4345651698
0.6865234375	0.7787467318	0.3378906250	0.0922232943	0.3486328125	0.4408561068
0.5732421875	0.7744026235	0.3281250000	0.2011604360	0.2451171875	0.4462776235
0.5947265625	0.7691770084	0.3203125000	0.1744504459	0.2744140625	0.4488645084
0.5683593750	0.7630814457	0.3125000000	0.1947220707	0.2558593750	0.4505814457
0.5507812500	0.7561520997	0.3056640625	0.2053708497	0.2451171875	0.4504880372
0.5986328125	0.7484495884	0.2998046875	0.1498167759	0.2988281250	0.4486449009
0.5996093750	0.7400576991	0.2939453125	0.1404483241	0.3056640625	0.4461123866
0.5771484375	0.7310810099	0.2890625000	0.1539325724	0.2880859375	0.4420185099
0.5722656250	0.7216415239	0.2851562500	0.1493758989	0.2871093750	0.4364852739
0.5703125000	0.7118744917	0.2822265625	0.1415619917	0.2880859375	0.4296479292
0.5273437500	0.7019236486	0.2783203125	0.1745798986	0.2490234375	0.4236033361
0.5410156250	0.6919361215	0.2763671875	0.1509204965	0.2646484375	0.4155689340
0.5654296875	0.6820572568	0.2734375000	0.1166275693	0.2919921875	0.4086197568
0.5615234375	0.6724256044	0.2714843750	0.1109021669	0.2900390625	0.4009412294
0.5263671875	0.6631682613	0.2695312500	0.1368010738	0.2568359375	0.3936370113
0.5322265625	0.6543967578	0.2685546875	0.1221701953	0.2636718750	0.3858420703
0.5605468750	0.6462036380	0.2666015625	0.0856567630	0.2939453125	0.3796020755
0.5478515625	0.6386598569	0.2656250000	0.0908082944	0.2822265625	0.3730348569
0.5693359375	0.6318130761	0.2646484375	0.0624771386	0.3046875000	0.3671646386
0.5615234375	0.6256869013	0.2646484375	0.0641634638	0.2968750000	0.3610384638
0.5273437500	0.6202810685	0.2636718750	0.0929373185	0.2636718750	0.3566091935
0.5166015625	0.6155725540	0.2626953125	0.0989709915	0.2539062500	0.3528772415
0.5439453125	0.6115175434	0.2626953125	0.0675722309	0.2812500000	0.3488222309
0.5283203125	0.6080541537	0.2626953125	0.0797338412	0.2656250000	0.3453588412
0.6357421875	0.6051057597	0.2617187500	0.0306364278	0.3740234375	0.3433870097
0.5537109375	0.6025847462	0.2617187500	0.0488738087	0.2919921875	0.3408659962
0.5302734375	0.6003965104	0.2617187500	0.0701230729	0.2685546875	0.3386777604
0.5449218750	0.5984435484	0.2607421875	0.0535216734	0.2841796875	0.3377013609
0.5615234375	0.5966294844	0.2607421875	0.0351060469	0.3007812500	0.3358872969
0.5566406250	0.5948629020	0.2607421875	0.0382222770	0.2958984375	0.3341207145
0.5654296875	0.5930608378	0.2607421875	0.0276311503	0.3046875000	0.3323186503
0.5361328125	0.5911518028	0.2607421875	0.0550189903	0.2753906250	0.3304096153
0.5625000000	0.5890782209	0.2607421875	0.0265782209	0.3017578125	0.3283360334
0.5810546875	0.5867982028	0.2607421875	0.0057435153	0.3203125000	0.3260560153
0.5263671875	0.5842866070	0.2607421875	0.0579194195	0.2656250000	0.3235444195
0.4912109375	0.5815353732	0.2607421875	0.0903244357	0.2304687500	0.3207931857
0.5068359375	0.5785531429	0.2607421875	0.0717172054	0.2460937500	0.3178109554
0.5312500000	0.5753642036	0.2607421875	0.0441142036	0.2705078125	0.3146220161
0.5058593750	0.5720068053	0.2607421875	0.0661474303	0.2451171875	0.3112646178
0.5634765625	0.5685309094	0.2607421875	0.0050543469	0.3027343750	0.3077887219
0.4707031250	0.5649954534	0.2607421875	0.0942923284	0.2099609375	0.3042532659
0.4697265625	0.5614652470	0.2607421875	0.0917386845	0.2089843750	0.3007230595
0.4306640625	0.5580076467	0.2597656250	0.1273435842	0.1708984375	0.2982420217
0.4248046875	0.5546891633	0.2597656250	0.1298844758	0.1650390625	0.2949235383
0.4394531250	0.5515721447	0.2587890625	0.1121190197	0.1806640625	0.2927830822
0.4433593750	0.5487116456	0.2558593750	0.1053522706	0.1875000000	0.2928522706
0.4814453125	0.5461525775	0.2490234375	0.0647072650	0.2324218750	0.2971291400
0.5058593750	0.5439272190	0.2412109375	0.0380678440	0.2646484375	0.3027162815
0.4521484375	0.5420531811	0.2324218750	0.0899047436	0.2197265625	0.3096313061
0.4433593750	0.5405319373	0.2236328125	0.0971725623	0.2197265625	0.3168991248
0.4902343750	0.5393480337	0.2148437500	0.0491136587	0.2753906250	0.3245042837
0.4335937500	0.5384690783	0.2060546875	0.1048753283	0.2275390625	0.3324143908
0.4794921875	0.5378465609	0.1972656250	0.0583543734	0.2822265625	0.3405809359
0.4609375000	0.5374174971	0.1894531250	0.0764799971	0.2714843750	0.3479643721
0.4423828125	0.5371068335	0.1826171875	0.0947240210	0.2597656250	0.3544896460
0.4667968750	0.5368305001	0.1757812500	0.0700336251	0.2910156250	0.3610492501
0.3769531250	0.5364989591	0.1699218750	0.1595458341	0.2070312500	0.3665770841
0.4365234375	0.5360210686	0.1650390625	0.0994976311	0.2714843750	0.3709820061
0.3974609375	0.5353080559	0.1601562500	0.1378471184	0.2373046875	0.3751518059
0.4062500000	0.5342773823	0.1552734375	0.1280273823	0.2509765625	0.3790039448
0.4404296875	0.5328562844	0.1474609375	0.0924265969	0.2929687500	0.3853953469
0.4804687500	0.5309847964	0.1386718750	0.0505160464	0.3417968750	0.3923129214
0.4169921875	0.5286181080	0.1279296875	0.1116259205	0.2890625000	0.4006884205
0.3671875000	0.5257281706	0.1162109375	0.1585406706	0.2509765625	0.4095172331
0.3720703125	0.5223045330	0.1054687500	0.1502342205	0.2666015625	0.4168357830
0.4716796875	0.5183544315	0.0947265625	0.0466747440	0.3769531250	0.4236278690
0.4140625000	0.5139021837	0.0839843750	0.0998396837	0.3300781250	0.4299178087
0.3457031250	0.5089879426	0.0742187500	0.1632848176	0.2714843750	0.4347691926
0.2832031250	0.5036658860	0.0654296875	0.2204627610	0.2177734375	0.4382361985
0.2939453125	0.4980019360	0.0576171875	0.2040566235	0.2363281250	0.4403847485
0.2949218750	0.4920711030	0.0498046875	0.1971492280	0.2451171875	0.4422664155
0.3222656250	0.4859545312	0.0429687500	0.1636889062	0.2792968750	0.4429857812
0.3525390625	0.4797362983	0.0371093750	0.1271972358	0.3154296875	0.4426269233
0.2783203125	0.4735000351	0.0322265625	0.1951797226	0.2460937500	0.4412734726
0.2539062500	0.4673254621	0.0283203125	0.2134192121	0.2255859375	0.4390051496
0.2500000000	0.4612849879	0.0234375000	0.2112849879	0.2265625000	0.4378474879
0.2929687500	0.4554405404	0.0205078125	0.1624717904	0.2724609375	0.4349327279
0.2509765625	0.4498407930	0.0166015625	0.1988642305	0.2343750000	0.4332392305
0.2226562500	0.4445189251	0.0097656250	0.2218626751	0.2128906250	0.4347533001
0.1904296875	0.4394910236	0.0019531250	0.2490613361	0.1884765625	0.4375378986
0.2080078125	0.4347552043	-0.0078125000	0.2267473918	0.2158203125	0.4425677043
0.0986328125	0.4302914919	-0.0185546875	0.3316586794	0.1171875000	0.4488461794
0.2431640625	0.4260624478	-0.0292968750	0.1828983853	0.2724609375	0.4553593228
0.2314453125	0.4220144898	-0.0390625000	0.1905691773	0.2705078125	0.4610769898
0.2158203125	0.4180798121	-0.0498046875	0.2022594996	0.2656250000	0.4678844996
0.1503906250	0.4141788074	-0.0585937500	0.2637881824	0.2089843750	0.4727725574
0.1992187500	0.4102229101	-0.0673828125	0.2110041601	0.2666015625	0.4776057226
0.1298828125	0.4061177888	-0.0751953125	0.2762349763	0.2050781250	0.4813131013
0.2255859375	0.4017668129	-0.0820312500	0.1761808754	0.3076171875	0.4837980629
0.2070312500	0.3970746885	-0.0878906250	0.1900434385	0.2949218750	0.4849653135
0.1738281250	0.3919511390	-0.0937500000	0.2181230140	0.2675781250	0.4857011390
0.2646484375	0.3863144957	-0.0986328125	0.1216660582	0.3632812500	0.4849473082
0.2148437500	0.3800950785	-0.1035156250	0.1652513285	0.3183593750	0.4836107035
0.1738281250	0.3732382600	-0.1064453125	0.1994101350	0.2802734375	0.4796835725
0.2138671875	0.3657071272	-0.1064453125	0.1518399397	0.3203125000	0.4721524397
0.2011718750	0.3574846607	-0.1025390625	0.1563127857	0.3037109375	0.4600237232
0.2480468750	0.3485753541	-0.0976562500	0.1005284791	0.3457031250	0.4462316041
0.2363281250	0.3390061949	-0.0908203125	0.1026780699	0.3271484375	0.4298265074
0.2236328125	0.3288269406	-0.0839843750	0.1051941281	0.3076171875	0.4128113156
0.1904296875	0.3181096508	-0.0761718750	0.1276799633	0.2666015625	0.3942815258
0.2060546875	0.3069474707	-0.0683593750	0.1008927832	0.2744140625	0.3753068457
0.2324218750	0.2954526930	-0.0615234375	0.0630308180	0.2939453125	0.3569761305
0.1777343750	0.2837541395	-0.0546875000	0.1060197645	0.2324218750	0.3384416395
0.2001953125	0.2719939231	-0.0488281250	0.0717986106	0.2490234375	0.3208220481
0.1679687500	0.2603236677	-0.0429687500	0.0923549177	0.2109375000	0.3032924177
0.2441406250	0.2489002879	-0.0371093750	0.0047596629	0.2812500000	0.2860096629
0.1855468750	0.2378814523	-0.0322265625	0.0523345773	0.2177734375	0.2701080148
0.2519531250	0.2274208718	-0.0283203125	0.0245322532	0.2802734375	0.2557411843
0.2324218750	0.2176635840	-0.0244140625	0.0147582910	0.2568359375	0.2420776465
0.2294921875	0.2087414181	-0.0214843750	0.0207507694	0.2509765625	0.2302257931
0.1962890625	0.2007688434	-0.0185546875	0.0044797809	0.2148437500	0.2193235309
0.1835937500	0.1938393940	-0.0156250000	0.0102456440	0.1992187500	0.2094643940
0.1259765625	0.1880228343	-0.0146484375	0.0620462718	0.1406250000	0.2026712718
0.1787109375	0.1833631770	-0.0166015625	0.0046522395	0.1953125000	0.1999647395
0.1572265625	0.1798775971	-0.0205078125	0.0226510346	0.1777343750	0.2003854096
0.1406250000	0.1775562200	-0.0273437500	0.0369312200	0.1679687500	0.2048999700
0.0302734375	0.1763627162	-0.0351562500	0.1460892787	0.0654296875	0.2115189662
0.1660156250	0.1762356047	-0.0429687500	0.0102199797	0.2089843750	0.2192043547
0.1250000000	0.1770901581	-0.0507812500	0.0520901581	0.1757812500	0.2278714081
0.2011718750	0.1788207928	-0.0595703125	0.0223510822	0.2607421875	0.2383911053
0.1669921875	0.1813038357	-0.0673828125	0.0143116482	0.2343750000	0.2486866482
0.2265625000	0.1844005953	-0.0742187500	0.0421619047	0.3007812500	0.2586193453
0.1914062500	0.1879607015	-0.0810546875	0.0034455485	0.2724609375	0.2690153890
0.1884765625	0.1918257180	-0.0869140625	0.0033491555	0.2753906250	0.2787397805
0.1992187500	0.1958330387	-0.0927734375	0.0033857113	0.2919921875	0.2886064762
0.1181640625	0.1998200547	-0.0976562500	0.0816559922	0.2158203125	0.2974763047
0.1777343750	0.2036285390	-0.1015625000	0.0258941640	0.2792968750	0.3051910390
0.2197265625	0.2071091318	-0.1054687500	0.0126174307	0.3251953125	0.3125778818
0.2558593750	0.2101257580	-0.1093750000	0.0457336170	0.3652343750	0.3195007580
0.3164062500	0.2125597773	-0.1123046875	0.1038464727	0.4287109375	0.3248644648
0.2382812500	0.2143136766	-0.1152343750	0.0239675734	0.3535156250	0.3295480516
0.1953125000	0.2153141611	-0.1171875000	0.0200016611	0.3125000000	0.3325016611
0.1787109375	0.2155145503	-0.1191406250	0.0368036128	0.2978515625	0.3346551753
0.1601562500	0.2148964152	-0.1210937500	0.0547401652	0.2812500000	0.3359901652
0.1582031250	0.2134703910	-0.1220703125	0.0552672660	0.2802734375	0.3355407035
0.1289062500	0.2112760734	-0.1240234375	0.0823698234	0.2529296875	0.3352995109
0.1699218750	0.2083809054	-0.1250000000	0.0384590304	0.2949218750	0.3333809054
0.0898437500	0.2048779773	-0.1259765625	0.1150342273	0.2158203125	0.3308545398
0.1699218750	0.2008827226	-0.1269531250	0.0309608476	0.2968750000	0.3278358476
0.1464843750	0.1965285613	-0.1269531250	0.0500441863	0.2734375000	0.3234816863
0.1406250000	0.1919616283	-0.1279296875	0.0513366283	0.2685546875	0.3198913158
0.1923828125	0.1873348006	-0.1279296875	0.0050480119	0.3203125000	0.3152644881
0.1435546875	0.1828013070	-0.1289062500	0.0392466195	0.2724609375	0.3117075570
0.1679687500	0.1785082517	-0.1289062500	0.0105395017	0.2968750000	0.3074145017
0.1582031250	0.1745904017	-0.1289062500	0.0163872767	0.2871093750	0.3034966517
0.0683593750	0.1711645787	-0.1298828125	0.1028052037	0.1982421875	0.3010473912
0.1445312500	0.1683249466	-0.1298828125	0.0237936966	0.2744140625	0.2982077591
0.1269531250	0.1661394196	-0.1298828125	0.0391862946	0.2568359375	0.2960222321
0.1982421875	0.1646473216	-0.1298828125	0.0335948659	0.3281250000	0.2945301341
0.1591796875	0.1638583477	-0.1298828125	0.0046786602	0.2890625000	0.2937411602
0.0507812500	0.1637528130	-0.1298828125	0.1129715630	0.1806640625	0.2936356255
0.0742187500	0.1642831306	-0.1308593750	0.0900643806	0.2050781250	0.2951425056
0.0439453125	0.1653764155	-0.1308593750	0.1214311030	0.1748046875	0.2962357905
0.1035156250	0.1669380535	-0.1308593750	0.0634224285	0.2343750000	0.2977974285
0.1279296875	0.1688560076	-0.1308593750	0.0409263201	0.2587890625	0.2997153826
0.1259765625	0.1710055964	-0.1308593750	0.0450290339	0.2568359375	0.3018649714
0.1425781250	0.1732544797	-0.1308593750	0.0306763547	0.2734375000	0.3041138547
0.2050781250	0.1754676345	-0.1308593750	0.0296104905	0.3359375000	0.3063270095
0.2500000000	0.1775121593	-0.1308593750	0.0724878407	0.3808593750	0.3083715343
