	x	MATLAB_y	Verilog_y	|MATLAB-x|	|Verilog-x|	|Verilog-MATLAB|
0.2529296875	0.4632786395	0.0273437500	0.2103489520	0.2255859375	0.4359348895
0.3271484375	0.4525806632	0.0224609375	0.1254322257	0.3046875000	0.4301197257
0.2890625000	0.4418424426	0.0156250000	0.1527799426	0.2734375000	0.4262174426
0.1425781250	0.4311417244	0.0068359375	0.2885635994	0.1357421875	0.4243057869
0.1132812500	0.4205527646	-0.0039062500	0.3072715146	0.1171875000	0.4244590146
0.1298828125	0.4101450289	-0.0146484375	0.2802622164	0.1445312500	0.4247934664
0.1728515625	0.3999819621	-0.0263671875	0.2271303996	0.1992187500	0.4263491496
0.0810546875	0.3901197989	-0.0371093750	0.3090651114	0.1181640625	0.4272291739
0.1328125000	0.3806063634	-0.0478515625	0.2477938634	0.1806640625	0.4284579259
0.1572265625	0.3714798191	-0.0615234375	0.2142532566	0.2187500000	0.4330032566
0.2070312500	0.3627673775	-0.0761718750	0.1557361275	0.2832031250	0.4389392525
0.1035156250	0.3544840289	-0.0917968750	0.2509684039	0.1953125000	0.4462809039
0.0468750000	0.3466314183	-0.1083984375	0.2997564183	0.1552734375	0.4550298558
0.1298828125	0.3391970217	-0.1240234375	0.2093142092	0.2539062500	0.4632204592
0.0976562500	0.3321537786	-0.1386718750	0.2344975286	0.2363281250	0.4708256536
0.0771484375	0.3254602958	-0.1523437500	0.2483118583	0.2294921875	0.4778040458
0.1093750000	0.3190616739	-0.1660156250	0.2096866739	0.2753906250	0.4850772989
0.0849609375	0.3128909586	-0.1777343750	0.2279300211	0.2626953125	0.4906253336
0.0644531250	0.3068711795	-0.1875000000	0.2424180545	0.2519531250	0.4943711795
0.1103515625	0.3009179064	-0.1972656250	0.1905663439	0.3076171875	0.4981835314
-0.0068359375	0.2949422289	-0.2060546875	0.3017781664	0.1992187500	0.5009969164
-0.0712890625	0.2888540365	-0.2138671875	0.3601430990	0.1425781250	0.5027212240
-0.1054687500	0.2825654502	-0.2197265625	0.3880342002	0.1142578125	0.5022920127
-0.0302734375	0.2759942251	-0.2255859375	0.3062676626	0.1953125000	0.5015801626
0.0664062500	0.2690669053	-0.2304687500	0.2026606553	0.2968750000	0.4995356553
-0.0371093750	0.2617215035	-0.2353515625	0.2988308785	0.1982421875	0.4970730660
0.0078125000	0.2539095200	-0.2392578125	0.2460970200	0.2470703125	0.4931673325
-0.0097656250	0.2455972059	-0.2421875000	0.2553628309	0.2324218750	0.4877847059
0.0566406250	0.2367660841	-0.2451171875	0.1801254591	0.3017578125	0.4818832716
0.0410156250	0.2274128201	-0.2480468750	0.1863971951	0.2890625000	0.4754596951
0.0576171875	0.2175485824	-0.2500000000	0.1599313949	0.3076171875	0.4675485824
0.0986328125	0.2071980551	-0.2509765625	0.1085652426	0.3496093750	0.4581746176
0.0078125000	0.1963982677	-0.2529296875	0.1885857677	0.2607421875	0.4493279552
-0.0917968750	0.1851973935	-0.2539062500	0.2769942685	0.1621093750	0.4391036435
-0.0566406250	0.1736536262	-0.2548828125	0.2302942512	0.1982421875	0.4285364387
-0.0605468750	0.1618341745	-0.2558593750	0.2223810495	0.1953125000	0.4176935495
-0.0654296875	0.1498143288	-0.2568359375	0.2152440163	0.1914062500	0.4066502663
-0.1025390625	0.1376764776	-0.2578125000	0.2402155401	0.1552734375	0.3954889776
0.0585937500	0.1255089248	-0.2587890625	0.0669151748	0.3173828125	0.3842979873
0.0410156250	0.1134043816	-0.2587890625	0.0723887566	0.2998046875	0.3721934441
0.0175781250	0.1014580724	-0.2587890625	0.0838799474	0.2763671875	0.3602471349
0.0039062500	0.0897654916	-0.2597656250	0.0858592416	0.2636718750	0.3495311166
0.0966796875	0.0784199371	-0.2597656250	0.0182597504	0.3564453125	0.3381855621
0.0917968750	0.0675100097	-0.2597656250	0.0242868653	0.3515625000	0.3272756347
0.0869140625	0.0571172852	-0.2597656250	0.0297967773	0.3466796875	0.3168829102
-0.0292968750	0.0473143478	-0.2607421875	0.0766112228	0.2314453125	0.3080565353
-0.0126953125	0.0381633346	-0.2607421875	0.0508586471	0.2480468750	0.2989055221
-0.0634765625	0.0297150809	-0.2607421875	0.0931916434	0.1972656250	0.2904572684
-0.1054687500	0.0220088638	-0.2607421875	0.1274776138	0.1552734375	0.2827510513
-0.0097656250	0.0150726424	-0.2607421875	0.0248382674	0.2509765625	0.2758148299
-0.0742187500	0.0089236171	-0.2607421875	0.0831423671	0.1865234375	0.2696658046
-0.0996093750	0.0035688954	-0.2617187500	0.1031782704	0.1621093750	0.2652876454
-0.0097656250	-0.0009939233	-0.2656250000	0.0087717017	0.2558593750	0.2646310767
-0.1503906250	-0.0047763714	-0.2714843750	0.1456142536	0.1210937500	0.2667080036
-0.2246093750	-0.0077990008	-0.2792968750	0.2168103742	0.0546875000	0.2714978742
-0.0029296875	-0.0100915255	-0.2880859375	0.0071618380	0.2851562500	0.2779944120
0.0341796875	-0.0116931641	-0.2978515625	0.0458728516	0.3320312500	0.2861583984
-0.0292968750	-0.0126531015	-0.3066406250	0.0166437735	0.2773437500	0.2939875235
-0.0214843750	-0.0130309432	-0.3154296875	0.0084534318	0.2939453125	0.3023987443
-0.1083984375	-0.0128969845	-0.3242187500	0.0955014530	0.2158203125	0.3113217655
-0.0898437500	-0.0123320797	-0.3320312500	0.0775116703	0.2421875000	0.3196991703
-0.0781250000	-0.0114269266	-0.3388671875	0.0666980734	0.2607421875	0.3274402609
-0.1611328125	-0.0102806645	-0.3457031250	0.1508521480	0.1845703125	0.3354224605
-0.1083984375	-0.0089987963	-0.3515625000	0.0993996412	0.2431640625	0.3425637037
-0.1113281250	-0.0076905424	-0.3564453125	0.1036375826	0.2451171875	0.3487547701
-0.0771484375	-0.0064658025	-0.3613281250	0.0706826350	0.2841796875	0.3548623225
-0.0351562500	-0.0054319305	-0.3652343750	0.0297243195	0.3300781250	0.3598024445
-0.0546875000	-0.0046905236	-0.3691406250	0.0499969764	0.3144531250	0.3644501014
-0.0859375000	-0.0043343840	-0.3720703125	0.0816031160	0.2861328125	0.3677359285
-0.0722656250	-0.0044447622	-0.3750000000	0.0678208628	0.3027343750	0.3705552378
-0.1035156250	-0.0050889462	-0.3769531250	0.0984266788	0.2734375000	0.3718641788
-0.2050781250	-0.0063182420	-0.3798828125	0.1987598830	0.1748046875	0.3735645705
-0.2138671875	-0.0081663976	-0.3808593750	0.2057007899	0.1669921875	0.3726929774
-0.1728515625	-0.0106485436	-0.3828125000	0.1622030189	0.2099609375	0.3721639564
-0.1679687500	-0.0137607487	-0.3837890625	0.1542080013	0.2158203125	0.3700283138
-0.2285156250	-0.0174803002	-0.3857421875	0.2110353248	0.1572265625	0.3682618873
-0.1796875000	-0.0217667924	-0.3867187500	0.1579207076	0.2070312500	0.3649519576
-0.1474609375	-0.0265640490	-0.3867187500	0.1208968885	0.2392578125	0.3601547010
-0.1972656250	-0.0318028205	-0.3876953125	0.1654628045	0.1904296875	0.3558924920
-0.1777343750	-0.0374041249	-0.3886718750	0.1403302501	0.2109375000	0.3512677501
-0.2988281250	-0.0432830305	-0.3886718750	0.2555450945	0.0898437500	0.3453888445
-0.2177734375	-0.0493526424	-0.3896484375	0.1684207951	0.1718750000	0.3402957951
-0.2519531250	-0.0555280512	-0.3896484375	0.1964250738	0.1376953125	0.3341203863
-0.2187500000	-0.0617300339	-0.3896484375	0.1570199661	0.1708984375	0.3279184036
-0.1718750000	-0.0678883420	-0.3906250000	0.1039866580	0.2187500000	0.3227366580
-0.2558593750	-0.0739444480	-0.3906250000	0.1819149270	0.1347656250	0.3166805520
-0.1718750000	-0.0798536426	-0.3906250000	0.0920213574	0.2187500000	0.3107713574
-0.1181640625	-0.0855863892	-0.3906250000	0.0325776733	0.2724609375	0.3050386108
-0.1464843750	-0.0911288626	-0.3906250000	0.0553555124	0.2441406250	0.2994961374
-0.1894531250	-0.0964826241	-0.3906250000	0.0929705009	0.2011718750	0.2941423759
-0.1845703125	-0.1016634199	-0.3906250000	0.0829068926	0.2060546875	0.2889615801
-0.1904296875	-0.1066991286	-0.3916015625	0.0837305589	0.2011718750	0.2849024339
-0.1679687500	-0.1116269486	-0.3916015625	0.0563418014	0.2236328125	0.2799746139
-0.2177734375	-0.1164899851	-0.3916015625	0.1012834524	0.1738281250	0.2751115774
-0.2587890625	-0.1213334639	-0.3916015625	0.1374555986	0.1328125000	0.2702680986
-0.2753906250	-0.1262008348	-0.3916015625	0.1491897902	0.1162109375	0.2654007277
-0.2890625000	-0.1311300458	-0.3916015625	0.1579324542	0.1025390625	0.2604715167
-0.2734375000	-0.1361502665	-0.3916015625	0.1372872335	0.1181640625	0.2554512960
-0.1992187500	-0.1412793197	-0.3916015625	0.0579394303	0.1923828125	0.2503222428
-0.2705078125	-0.1465220269	-0.3916015625	0.1239857856	0.1210937500	0.2450795356
-0.1816406250	-0.1518695913	-0.3916015625	0.0297710337	0.2099609375	0.2397319712
-0.1777343750	-0.1573000290	-0.3916015625	0.0204343460	0.2138671875	0.2343015335
-0.1894531250	-0.1627795521	-0.3916015625	0.0266735729	0.2021484375	0.2288220104
-0.2041015625	-0.1682647106	-0.3916015625	0.0358368519	0.1875000000	0.2233368519
-0.1728515625	-0.1737050413	-0.3916015625	0.0008534788	0.2187500000	0.2178965212
-0.2333984375	-0.1790459499	-0.3916015625	0.0543524876	0.1582031250	0.2125556126
-0.1806640625	-0.1842315704	-0.3916015625	0.0035675079	0.2109375000	0.2073699921
-0.1943359375	-0.1892073954	-0.3916015625	0.0051285421	0.1972656250	0.2023941671
-0.1396484375	-0.1939225329	-0.3925781250	0.0542740954	0.2529296875	0.1986555921
-0.1826171875	-0.1983315029	-0.3964843750	0.0157143154	0.2138671875	0.1981528721
-0.2246093750	-0.2023955380	-0.4023437500	0.0222138370	0.1777343750	0.1999482120
-0.1943359375	-0.2060833816	-0.4101562500	0.0117474441	0.2158203125	0.2040728684
-0.2802734375	-0.2093716114	-0.4189453125	0.0709018261	0.1386718750	0.2095737011
-0.2617187500	-0.2122445514	-0.4277343750	0.0494741986	0.1660156250	0.2154898236
-0.2431640625	-0.2146938754	-0.4375000000	0.0284701871	0.1943359375	0.2228061246
-0.2724609375	-0.2167180324	-0.4462890625	0.0557429051	0.1738281250	0.2295710301
-0.2705078125	-0.2183216368	-0.4541015625	0.0521861757	0.1835937500	0.2357799257
-0.1933593750	-0.2195149446	-0.4619140625	0.0261555696	0.2685546875	0.2423991179
-0.2695312500	-0.2203134980	-0.4697265625	0.0492177520	0.2001953125	0.2494130645
-0.2558593750	-0.2207379651	-0.4755859375	0.0351214099	0.2197265625	0.2548479724
-0.2871093750	-0.2208141450	-0.4814453125	0.0662952300	0.1943359375	0.2606311675
-0.2500000000	-0.2205730694	-0.4873046875	0.0294269306	0.2373046875	0.2667316181
-0.3183593750	-0.2200511099	-0.4912109375	0.0983082651	0.1728515625	0.2711598276
-0.2500000000	-0.2192900102	-0.4960937500	0.0307099898	0.2460937500	0.2768037398
-0.1826171875	-0.2183367750	-0.4990234375	0.0357195875	0.3164062500	0.2806866625
-0.3203125000	-0.2172433654	-0.5029296875	0.1030691346	0.1826171875	0.2856863221
-0.2304687500	-0.2160661606	-0.5048828125	0.0144025894	0.2744140625	0.2888166519
-0.2832031250	-0.2148651495	-0.5078125000	0.0683379755	0.2246093750	0.2929473505
-0.2539062500	-0.2137028288	-0.5097656250	0.0402034212	0.2558593750	0.2960627962
-0.2978515625	-0.2126428132	-0.5117187500	0.0852087493	0.2138671875	0.2990759368
-0.2441406250	-0.2117481951	-0.5126953125	0.0323924299	0.2685546875	0.3009471174
-0.2480468750	-0.2110797259	-0.5146484375	0.0369671491	0.2666015625	0.3035687116
-0.3457031250	-0.2106939091	-0.5156250000	0.1350092159	0.1699218750	0.3049310909
-0.2656250000	-0.2106411052	-0.5166015625	0.0549838948	0.2509765625	0.3059604573
-0.1210937500	-0.2109637524	-0.5175781250	0.0898700024	0.3964843750	0.3066143726
-0.1513671875	-0.2116947977	-0.5175781250	0.0603276102	0.3662109375	0.3058833273
-0.1796875000	-0.2128564126	-0.5136718750	0.0331689126	0.3339843750	0.3008154624
-0.1777343750	-0.2144590206	-0.5087890625	0.0367246456	0.3310546875	0.2943300419
-0.1484375000	-0.2165006065	-0.5009765625	0.0680631065	0.3525390625	0.2844759560
-0.2099609375	-0.2189662540	-0.4921875000	0.0090053165	0.2822265625	0.2732212460
-0.2773437500	-0.2218278697	-0.4833984375	0.0555158803	0.2060546875	0.2615705678
-0.2246093750	-0.2250440958	-0.4746093750	0.0004347208	0.2500000000	0.2495652792
-0.1113281250	-0.2285604660	-0.4658203125	0.1172323410	0.3544921875	0.2372598465
-0.2021484375	-0.2323099011	-0.4580078125	0.0301614636	0.2558593750	0.2256979114
-0.1992187500	-0.2362136513	-0.4501953125	0.0369949013	0.2509765625	0.2139816612
-0.2421875000	-0.2401827589	-0.4433593750	0.0020047411	0.2011718750	0.2031766161
-0.1308593750	-0.2441200554	-0.4375000000	0.1132606804	0.3066406250	0.1933799446
-0.0537109375	-0.2479226582	-0.4316406250	0.1942117207	0.3779296875	0.1837179668
-0.0791015625	-0.2514848861	-0.4257812500	0.1723833236	0.3466796875	0.1742963639
-0.0429687500	-0.2547014704	-0.4218750000	0.2117327204	0.3789062500	0.1671735296
-0.0390625000	-0.2574708787	-0.4169921875	0.2184083787	0.3779296875	0.1595213088
-0.1474609375	-0.2596985229	-0.4140625000	0.1122375854	0.2666015625	0.1543639771
-0.1210937500	-0.2612996173	-0.4111328125	0.1402058673	0.2900390625	0.1498331952
-0.2861328125	-0.2622014972	-0.4082031250	0.0239313153	0.1220703125	0.1460016278
-0.2724609375	-0.2623453018	-0.4052734375	0.0101156357	0.1328125000	0.1429281357
-0.1640625000	-0.2616870415	-0.4033203125	0.0976245415	0.2392578125	0.1416332710
-0.1914062500	-0.2601981792	-0.4013671875	0.0687919292	0.2099609375	0.1411690083
-0.1142578125	-0.2578659178	-0.4003906250	0.1436081053	0.2861328125	0.1425247072
-0.2421875000	-0.2546933748	-0.3984375000	0.0125058748	0.1562500000	0.1437441252
-0.2470703125	-0.2506997477	-0.3974609375	0.0036294352	0.1503906250	0.1467611898
-0.1640625000	-0.2459204785	-0.3964843750	0.0818579785	0.2324218750	0.1505638965
-0.1093750000	-0.2404073516	-0.3955078125	0.1310323516	0.2861328125	0.1551004609
-0.1191406250	-0.2342284297	-0.3955078125	0.1150878047	0.2763671875	0.1612793828
0.0107421875	-0.2274677083	-0.3945312500	0.2382098958	0.4052734375	0.1670635417
0.0683593750	-0.2202243515	-0.3935546875	0.2885837265	0.4619140625	0.1733303360
-0.0449218750	-0.2126113458	-0.3896484375	0.1676894708	0.3447265625	0.1770370917
0.0039062500	-0.2047534029	-0.3828125000	0.2086596529	0.3867187500	0.1780590971
-0.0029296875	-0.1967839742	-0.3740234375	0.1938542867	0.3710937500	0.1772394633
0.0449218750	-0.1888413202	-0.3652343750	0.2337631952	0.4101562500	0.1763930548
-0.0488281250	-0.1810637006	-0.3564453125	0.1322355756	0.3076171875	0.1753816119
-0.0253906250	-0.1735838869	-0.3466796875	0.1481932619	0.3212890625	0.1730958006
0.0537109375	-0.1665233073	-0.3378906250	0.2202342448	0.3916015625	0.1713673177
-0.0126953125	-0.1599862120	-0.3291015625	0.1472908995	0.3164062500	0.1691153505
-0.0224609375	-0.1540542766	-0.3212890625	0.1315933391	0.2988281250	0.1672347859
-0.0097656250	-0.1487820457	-0.3144531250	0.1390164207	0.3046875000	0.1656710793
-0.0449218750	-0.1441935623	-0.3076171875	0.0992716873	0.2626953125	0.1634236252
-0.0078125000	-0.1402804465	-0.3017578125	0.1324679465	0.2939453125	0.1614773660
-0.0263671875	-0.1370015969	-0.2958984375	0.1106344094	0.2695312500	0.1588968406
-0.0908203125	-0.1342845866	-0.2919921875	0.0434642741	0.2011718750	0.1577076009
-0.0107421875	-0.1320287198	-0.2871093750	0.1212865323	0.2763671875	0.1550806552
0.0126953125	-0.1301096122	-0.2832031250	0.1428049247	0.2958984375	0.1530935128
0.0166015625	-0.1283850664	-0.2763671875	0.1449866289	0.2929687500	0.1479821211
-0.0576171875	-0.1267019337	-0.2666015625	0.0690847462	0.2089843750	0.1398996288
0.0126953125	-0.1249035822	-0.2578125000	0.1375988947	0.2705078125	0.1329089178
0.0205078125	-0.1228375494	-0.2500000000	0.1433453619	0.2705078125	0.1271624506
0.0419921875	-0.1203629508	-0.2460937500	0.1623551383	0.2880859375	0.1257307992
0.0136718750	-0.1173572449	-0.2431640625	0.1310291199	0.2568359375	0.1258068176
0.1044921875	-0.1137220056	-0.2412109375	0.2182141931	0.3457031250	0.1274889319
0.0566406250	-0.1093874144	-0.2412109375	0.1660280394	0.2978515625	0.1318235231
0.1103515625	-0.1043152554	-0.2412109375	0.2146668179	0.3515625000	0.1368956821
0.1093750000	-0.0985002798	-0.2421875000	0.2078752798	0.3515625000	0.1436872202
-0.0107421875	-0.0919698927	-0.2431640625	0.0812277052	0.2324218750	0.1511941698
0.0292968750	-0.0847822067	-0.2451171875	0.1140790817	0.2744140625	0.1603349808
0.0742187500	-0.0770226087	-0.2460937500	0.1512413587	0.3203125000	0.1690711413
-0.0664062500	-0.0687990863	-0.2480468750	0.0023928363	0.1816406250	0.1792477887
-0.0341796875	-0.0602366528	-0.2490234375	0.0260569653	0.2148437500	0.1887867847
-0.0097656250	-0.0514712637	-0.2500000000	0.0417056387	0.2402343750	0.1985287363
-0.0234375000	-0.0426436382	-0.2519531250	0.0192061382	0.2285156250	0.2093094868
0.0039062500	-0.0338933813	-0.2529296875	0.0377996313	0.2568359375	0.2190363062
0.0351562500	-0.0253537445	-0.2539062500	0.0605099945	0.2890625000	0.2285525055
0.0908203125	-0.0171472704	-0.2548828125	0.1079675829	0.3457031250	0.2377355421
0.1044921875	-0.0093824525	-0.2558593750	0.1138746400	0.3603515625	0.2464769225
0.0781250000	-0.0021514218	-0.2558593750	0.0802764218	0.3339843750	0.2537079532
0.0205078125	0.0044714337	-0.2568359375	0.0160363788	0.2773437500	0.2613073712
0.0791015625	0.0104300805	-0.2578125000	0.0686714820	0.3369140625	0.2682425805
-0.0097656250	0.0156868696	-0.2578125000	0.0254524946	0.2480468750	0.2734993696
-0.0175781250	0.0202221448	-0.2587890625	0.0378002698	0.2412109375	0.2790112073
0.0117187500	0.0240335313	-0.2597656250	0.0123147813	0.2714843750	0.2837991563
-0.0566406250	0.0271349488	-0.2636718750	0.0837755738	0.2070312500	0.2908068238
0.0468750000	0.0295553402	-0.2705078125	0.0173196598	0.3173828125	0.3000631527
0.0615234375	0.0313370858	-0.2783203125	0.0301863517	0.3398437500	0.3096573983
0.0332031250	0.0325340797	-0.2871093750	0.0006690453	0.3203125000	0.3196434547
-0.0673828125	0.0332094839	-0.2968750000	0.1005922964	0.2294921875	0.3300844839
-0.1347656250	0.0334332277	-0.3056640625	0.1681988527	0.1708984375	0.3390972902
-0.2275390625	0.0332793528	-0.3154296875	0.2608184153	0.0878906250	0.3487090403
-0.3916015625	0.0328232940	-0.3232421875	0.4244248565	0.0683593750	0.3560654815
-0.4589843750	0.0321391274	-0.3310546875	0.4911235024	0.1279296875	0.3631938149
-0.3095703125	0.0312967391	-0.3388671875	0.3408670516	0.0292968750	0.3701639266
-0.2246093750	0.0303588031	-0.3447265625	0.2549681781	0.1201171875	0.3750853656
-0.1699218750	0.0293774544	-0.3505859375	0.1992993294	0.1806640625	0.3799633919
-0.1552734375	0.0283906375	-0.3564453125	0.1836640750	0.2011718750	0.3848359500
-0.2070312500	0.0274182887	-0.3613281250	0.2344495387	0.1542968750	0.3887464137
-0.2197265625	0.0264587069	-0.3652343750	0.2461852694	0.1455078125	0.3916930819
-0.0419921875	0.0254856025	-0.3691406250	0.0674777900	0.3271484375	0.3946262275
0.0400390625	0.0244463272	-0.3720703125	0.0155927353	0.4121093750	0.3965166397
0.0380859375	0.0232617195	-0.3750000000	0.0148242180	0.4130859375	0.3982617195
-0.0371093750	0.0218278729	-0.3769531250	0.0589372479	0.3398437500	0.3987809979
-0.0996093750	0.0200200057	-0.3789062500	0.1196293807	0.2792968750	0.3989262557
-0.1103515625	0.0176984430	-0.3808593750	0.1280500055	0.2705078125	0.3985578180
-0.0625000000	0.0147165218	-0.3828125000	0.0772165218	0.3203125000	0.3975290218
-0.1289062500	0.0109299857	-0.3837890625	0.1398362357	0.2548828125	0.3947190482
-0.1503906250	0.0062072340	-0.3847656250	0.1565978590	0.2343750000	0.3909728590
-0.0703125000	0.0004396533	-0.3857421875	0.0707521533	0.3154296875	0.3861818408
-0.0585937500	-0.0064487708	-0.3867187500	0.0521449792	0.3281250000	0.3802699792
-0.1484375000	-0.0144933097	-0.3876953125	0.1339441903	0.2392578125	0.3732020028
-0.2128906250	-0.0236824313	-0.3886718750	0.1892081937	0.1757812500	0.3649894437
-0.1328125000	-0.0339542620	-0.3886718750	0.0988582380	0.2558593750	0.3547176130
-0.1308593750	-0.0451958223	-0.3896484375	0.0856635527	0.2587890625	0.3444526152
-0.2158203125	-0.0572451107	-0.3896484375	0.1585752018	0.1738281250	0.3324033268
-0.2099609375	-0.0698959452	-0.3896484375	0.1400649923	0.1796875000	0.3197524923
-0.1757812500	-0.0829053109	-0.3906250000	0.0928759391	0.2148437500	0.3077196891
-0.1523437500	-0.0960028188	-0.3906250000	0.0563409312	0.2382812500	0.2946221812
-0.2031250000	-0.1089017699	-0.3906250000	0.0942232301	0.1875000000	0.2817232301
-0.1308593750	-0.1213112339	-0.3906250000	0.0095481411	0.2597656250	0.2693137661
-0.1572265625	-0.1329485036	-0.3906250000	0.0242780589	0.2333984375	0.2576764964
-0.1503906250	-0.1435512601	-0.3906250000	0.0068393649	0.2402343750	0.2470737399
-0.1435546875	-0.1528888096	-0.3916015625	0.0093341221	0.2480468750	0.2387127529
-0.2080078125	-0.1607718123	-0.3955078125	0.0472360002	0.1875000000	0.2347360002
-0.1708984375	-0.1670600266	-0.4023437500	0.0038384109	0.2314453125	0.2352837234
-0.1601562500	-0.1716677198	-0.4101562500	0.0115114698	0.2500000000	0.2384885302
-0.1748046875	-0.1745665550	-0.4189453125	0.0002381325	0.2441406250	0.2443787575
-0.2207031250	-0.1757859104	-0.4277343750	0.0449172146	0.2070312500	0.2519484646
-0.1787109375	-0.1754107306	-0.4375000000	0.0033002069	0.2587890625	0.2620892694
-0.1582031250	-0.1735771209	-0.4462890625	0.0153739959	0.2880859375	0.2727119416
-0.2001953125	-0.1704659948	-0.4541015625	0.0297293177	0.2539062500	0.2836355677
-0.1464843750	-0.1662951498	-0.4619140625	0.0198107748	0.3154296875	0.2956189127
-0.2636718750	-0.1613101907	-0.4697265625	0.1023616843	0.2060546875	0.3084163718
-0.2353515625	-0.1557747297	-0.4755859375	0.0795768328	0.2402343750	0.3198112078
-0.3046875000	-0.1499602988	-0.4814453125	0.1547272012	0.1767578125	0.3314850137
-0.2871093750	-0.1441364051	-0.4873046875	0.1429729699	0.2001953125	0.3431682824
-0.4443359375	-0.1385611543	-0.4912109375	0.3057747832	0.0468750000	0.3526497832
-0.3818359375	-0.1334728447	-0.4960937500	0.2483630928	0.1142578125	0.3626209053
-0.3261718750	-0.1290828964	-0.4990234375	0.1970889786	0.1728515625	0.3699405411
-0.2070312500	-0.1255704120	-0.5019531250	0.0814608380	0.2949218750	0.3763827130
-0.0976562500	-0.1230785687	-0.5009765625	0.0254223187	0.4033203125	0.3778979938
-0.1337890625	-0.1217128903	-0.4970703125	0.0120761722	0.3632812500	0.3753574222
-0.1259765625	-0.1215412564	-0.4912109375	0.0044353061	0.3652343750	0.3696696811
-0.1416015625	-0.1225953235	-0.4843750000	0.0190062390	0.3427734375	0.3617796765
-0.1435546875	-0.1248729146	-0.4765625000	0.0186817729	0.3330078125	0.3516895854
-0.1679687500	-0.1283409190	-0.4687500000	0.0396278310	0.3007812500	0.3404090810
-0.2431640625	-0.1329383248	-0.4609375000	0.1102257377	0.2177734375	0.3279991752
-0.0869140625	-0.1385791362	-0.4531250000	0.0516650737	0.3662109375	0.3145458638
-0.0839843750	-0.1451550806	-0.4423828125	0.0611707056	0.3583984375	0.2972277319
-0.0712890625	-0.1525381283	-0.4296875000	0.0812490658	0.3583984375	0.2771493717
-0.1503906250	-0.1605829188	-0.4160156250	0.0101922938	0.2656250000	0.2554327062
-0.0957031250	-0.1691292005	-0.4013671875	0.0734260755	0.3056640625	0.2322379870
-0.1337890625	-0.1780043711	-0.3876953125	0.0442153086	0.2539062500	0.2096909414
-0.0966796875	-0.1870261927	-0.3740234375	0.0903465052	0.2773437500	0.1869972448
-0.0898437500	-0.1960057480	-0.3613281250	0.1061619980	0.2714843750	0.1653223770
-0.1025390625	-0.2047506873	-0.3496093750	0.1022116248	0.2470703125	0.1448586877
-0.0576171875	-0.2130687930	-0.3388671875	0.1554516055	0.2812500000	0.1257983945
-0.0449218750	-0.2207718385	-0.3291015625	0.1758499635	0.2841796875	0.1083297240
-0.0644531250	-0.2276796729	-0.3203125000	0.1632265479	0.2558593750	0.0926328271
0.0488281250	-0.2336244111	-0.3125000000	0.2824525361	0.3613281250	0.0788755889
-0.0683593750	-0.2384545699	-0.3056640625	0.1700951949	0.2373046875	0.0672094926
-0.0869140625	-0.2420389621	-0.2998046875	0.1551248996	0.2128906250	0.0577657254
-0.0507812500	-0.2442701530	-0.2939453125	0.1934889030	0.2431640625	0.0496751595
-0.1162109375	-0.2450673106	-0.2900390625	0.1288563731	0.1738281250	0.0449717519
-0.0683593750	-0.2443783270	-0.2851562500	0.1760189520	0.2167968750	0.0407779230
-0.0214843750	-0.2421811608	-0.2822265625	0.2206967858	0.2607421875	0.0400454017
-0.0615234375	-0.2384843958	-0.2792968750	0.1769609583	0.2177734375	0.0408124792
-0.0947265625	-0.2333270478	-0.2763671875	0.1386004853	0.1816406250	0.0430401397
-0.0224609375	-0.2267776507	-0.2744140625	0.2043167132	0.2519531250	0.0476364118
-0.0156250000	-0.2189326530	-0.2734375000	0.2033076530	0.2578125000	0.0545048470
0.0000000000	-0.2099141594	-0.2753906250	0.2099141594	0.2753906250	0.0654764656
-0.0156250000	-0.1998670521	-0.2792968750	0.1842420521	0.2636718750	0.0794298229
-0.0810546875	-0.1889555360	-0.2861328125	0.1079008485	0.2050781250	0.0971772765
-0.0742187500	-0.1773591548	-0.2939453125	0.1031404048	0.2197265625	0.1165861577
-0.0312500000	-0.1652683529	-0.3027343750	0.1340183529	0.2714843750	0.1374660221
0.0146484375	-0.1528796980	-0.3105468750	0.1675281355	0.3251953125	0.1576671770
-0.0273437500	-0.1403909263	-0.3193359375	0.1130471763	0.2919921875	0.1789450112
-0.0664062500	-0.1279959885	-0.3271484375	0.0615897385	0.2607421875	0.1991524490
-0.0234375000	-0.1158802700	-0.3339843750	0.0924427700	0.3105468750	0.2181041050
-0.0429687500	-0.1042161358	-0.3408203125	0.0612473858	0.2978515625	0.2366041767
-0.0263671875	-0.0931589351	-0.3466796875	0.0667917476	0.3203125000	0.2535207524
-0.0527343750	-0.0828435895	-0.3525390625	0.0301092145	0.2998046875	0.2696954730
-0.2382812500	-0.0733818704	-0.3574218750	0.1648993796	0.1191406250	0.2840400046
-0.4306640625	-0.0648604542	-0.3623046875	0.3658036083	0.0683593750	0.2974442333
-0.3222656250	-0.0573398397	-0.3652343750	0.2649257853	0.0429687500	0.3078945353
-0.3115234375	-0.0508542375	-0.3652343750	0.2606692000	0.0537109375	0.3143801375
-0.1015625000	-0.0454125793	-0.3623046875	0.0561499207	0.2607421875	0.3168921082
0.0195312500	-0.0410007772	-0.3564453125	0.0605320272	0.3759765625	0.3154445353
0.0966796875	-0.0375852454	-0.3505859375	0.1342649329	0.4472656250	0.3130006921
